latitude,longitude,cluster
37.79995,-122.43773,3
37.80056,-122.43847,3
37.80153,-122.43969,3
37.80043,-122.43955,3
37.80052,-122.43272,3
37.79765,-122.43215,3
37.79533,-122.43178,3
37.79085,-122.43087,3
37.78973,-122.43407,3
37.78954,-122.43394,3
37.78954,-122.43394,3
37.78781,-122.4336,3
37.78623,-122.44012,3
37.78287,-122.44715,3
37.77817,-122.45037,3
37.77726,-122.45859,3
37.77878,-122.46095,3
37.77881,-122.46093,3
37.77881,-122.46093,3
37.77883,-122.46092,3
37.77942,-122.4599,3
37.781,-122.46001,3
37.78108,-122.46218,3
37.78089,-122.46557,3
37.78056,-122.47255,3
37.78044,-122.4753,3
37.78057,-122.47585,3
37.78075,-122.47409,3
37.78075,-122.47409,3
37.7809,-122.46767,3
37.78115,-122.46256,3
37.78141,-122.45816,3
37.77623,-122.45494,3
37.77132,-122.4539,3
37.76917,-122.45343,3
37.76937,-122.45368,3
37.76937,-122.45368,3
37.76935,-122.45367,3
37.77168,-122.45409,3
37.77282,-122.44752,3
37.77719,-122.44679,3
37.78215,-122.44753,3
37.78397,-122.43626,3
37.7855,-122.42443,3
37.78411,-122.42146,3
37.78299,-122.42065,3
37.78313,-122.4196,3
37.78427,-122.41768,3
37.78517,-122.41806,3
37.78512,-122.41965,3
37.78721,-122.42006,3
37.78814,-122.42023,3
37.78941,-122.42049,3
37.79039,-122.42082,3
37.79058,-122.42235,3
37.79015,-122.42414,3
37.7895,-122.42908,3
37.78903,-122.43213,3
37.78909,-122.43214,3
37.78894,-122.42837,3
37.78948,-122.4245,3
37.78748,-122.42199,3
37.78483,-122.42117,3
37.78284,-122.42086,3
37.7808,-122.42048,3
37.77811,-122.41989,3
37.77549,-122.41929,3
37.7738,-122.41776,3
37.77366,-122.41623,3
37.77089,-122.41265,3
37.77144,-122.41358,3
