latitude,longitude,time,speed
37.76487,-122.42399,Thursday 29 May 01:27:16,0.0
37.76755,-122.42429,Thursday 29 May 01:28:15,0.0457074367997
37.76998,-122.42458,Thursday 29 May 01:29:15,0.0407873891185
37.77499,-122.42086,Thursday 29 May 01:30:20,0.0960011094611
37.77747,-122.42141,Thursday 29 May 01:31:21,0.0416435392232
37.7842,-122.42275,Thursday 29 May 01:32:16,0.124765565285
37.79079,-122.42408,Thursday 29 May 01:33:17,0.110211006727
37.79292,-122.42308,Thursday 29 May 01:34:17,0.0392176972524
37.79326,-122.42139,Thursday 29 May 01:35:17,0.0287310323904
37.79354,-122.41804,Thursday 29 May 01:36:22,0.0517181711854
37.79396,-122.41553,Thursday 29 May 01:37:17,0.0462708518999
37.79468,-122.41477,Thursday 29 May 01:38:19,0.0168854868752
37.79439,-122.41993,Thursday 29 May 01:39:17,0.0891059103427
37.79389,-122.42454,Thursday 29 May 01:40:22,0.0713390106314
37.79603,-122.42521,Thursday 29 May 01:41:17,0.0407714857419
37.79902,-122.42852,Thursday 29 May 01:42:18,0.0731232076271
37.7983,-122.43392,Thursday 29 May 01:43:18,0.0907964757024
37.79811,-122.43525,Thursday 29 May 01:43:41,0.0584131688804
37.7974,-122.44089,Thursday 29 May 01:44:41,0.0947419008558
37.79994,-122.44284,Thursday 29 May 01:45:31,0.0640440473425
37.79993,-122.44281,Thursday 29 May 01:45:43,0.00263523138412
37.80048,-122.43916,Thursday 29 May 01:46:41,0.0636414787078
37.79981,-122.43607,Thursday 29 May 01:47:47,0.0479061103476
37.79728,-122.43555,Thursday 29 May 01:48:43,0.0461229639781
37.79761,-122.43157,Thursday 29 May 01:49:35,0.0768011052222
37.79759,-122.43221,Thursday 29 May 01:50:35,0.0106718737291
37.79801,-122.4283,Thursday 29 May 01:51:49,0.053141795244
37.79835,-122.4256,Thursday 29 May 01:52:42,0.0513457208972
37.79588,-122.42203,Thursday 29 May 01:53:50,0.0638408081788
37.79626,-122.41862,Thursday 29 May 01:54:03,0.263931360989
37.79761,-122.4088,Thursday 29 May 01:55:16,0.135785766713
37.79852,-122.40161,Thursday 29 May 01:56:03,0.154199109348
